sample_id,gen_name,orig_text_clip,gen_text_clip,orig_gen_clip,orig_text_vclip,gen_text_vclip,orig_gen_vclip
645,645.mp4,0.33903834223747253,0.3378951847553253,0.8907588124275208,0.2507673501968384,0.2566744089126587,0.8973020315170288
646,646.mp4,0.3718982934951782,0.3872426748275757,0.9351300001144409,0.23441731929779053,0.21296966075897217,0.7426260113716125
647,647.mp4,0.38064390420913696,0.3586585521697998,0.8210799694061279,0.2818053066730499,0.2668631672859192,0.803483247756958
648,648.mp4,0.35799169540405273,0.3321281969547272,0.9203757047653198,0.28741294145584106,0.2707197070121765,0.9269741773605347
650,650.mp4,0.3725084960460663,0.3908475637435913,0.8969781398773193,0.32375943660736084,0.3404385447502136,0.9125548601150513
651,651.mp4,0.38887542486190796,0.36216503381729126,0.9250783324241638,0.28071585297584534,0.285015732049942,0.9563899040222168
652,652.mp4,0.33704668283462524,0.3397449254989624,0.8936116695404053,0.26815566420555115,0.2530231475830078,0.7179486155509949
653,653.mp4,0.3546598553657532,0.39290881156921387,0.8788033127784729,0.27172571420669556,0.28521034121513367,0.8751770853996277
654,654.mp4,0.3578014671802521,0.37492835521698,0.8405486345291138,0.3051513433456421,0.3064602017402649,0.8424655199050903
655,655.mp4,0.3729846775531769,0.3677096664905548,0.9631861448287964,0.2664000689983368,0.2481279969215393,0.8974923491477966
656,656.mp4,0.32870879769325256,0.3463895320892334,0.8566278219223022,0.19698095321655273,0.22530288994312286,0.6546047329902649
657,657.mp4,0.3374771475791931,0.3510267734527588,0.8523942232131958,0.22250014543533325,0.22576649487018585,0.6311126947402954
658,658.mp4,0.3537021279335022,0.3506953716278076,0.8879475593566895,0.2809467315673828,0.2867355942726135,0.8628401160240173
659,659.mp4,0.36500027775764465,0.3598966598510742,0.8825162649154663,0.2732144594192505,0.2580190896987915,0.8751362562179565
660,660.mp4,0.3387361466884613,0.37429168820381165,0.9052694439888,0.2079378366470337,0.29492467641830444,0.8315255045890808
661,661.mp4,0.33948013186454773,0.31031015515327454,0.7904616594314575,0.2844334542751312,0.2561405897140503,0.7768765687942505
